Id.human	Id.hamster	symbol.human	symbol.hamster
55870	101823215	ASH1L	Ash1l
55871	101836661	CBWD1	Cbwd1
55872	101837705	PBK	Pbk
55876	101823297	GSDMB	Gsdmb
55879	101825897	GABRQ	Gabrq
55884	101836553	WSB2	Wsb2
55885	101828643	LMO3	Lmo3
55890	101828980	GPRC5C	Gprc5c
55891	101840302	LENEP	LOC101840302
55892	101823097	MYNN	Mynn
55893	106023133	ZNF395	Znf395
55897	101825073	MESP1	Mesp1
55898	101828034	UNC45A	Unc45a
55901	101836088	THSD1	Thsd1
55902	101830110	ACSS2	Acss2
55904	101824199	KMT2E	Kmt2e
55905	101843322	RNF114	Rnf114
55906	101837005	ZC4H2	Zc4h2
55907	101834722	CMAS	Cmas
55908	101826982	ANGPTL8	Angptl8
55909	101844284	BIN3	Bin3
55911	121143177	APOBR	Apobr
55914	101832328	ERBIN	Erbin
55915	101825229	LANCL2	Lancl2
55916	101841119	NXT2	Nxt2
55917	101840113	CTTNBP2NL	Cttnbp2nl
55920	101829105	RCC2	Rcc2
55922	101826044	NKRF	Nkrf
55924	101841096	INKA2	Inka2
55929	101835197	DMAP1	Dmap1
55930	101826265	MYO5C	Myo5c
55937	101824232	APOM	Apom
55954	101836193	ZMAT5	Zmat5
55957	101837991	LIN37	Lin37
55958	101825062	KLHL9	Klhl9
55959	101840420	SULF2	Sulf2
55964	101843658	SEPTIN3	Septin3
55966	101843152	AJAP1	Ajap1
55967	101833139	NDUFA12	Ndufa12
55968	101830433	NSFL1C	Nsfl1c
55969	101836760	RAB5IF	Rab5if
55970	101844364	GNG12	Gng12
55971	101836130	BAIAP2L1	Baiap2l1
55972	101827624	SLC25A40	Slc25a40
55973	101843226	BCAP29	Bcap29
55974	101837270	SLC50A1	Slc50a1
55975	101841953	KLHL7	Klhl7
56005	101831882	MYDGF	Mydgf
56006	101828150	SMG9	Smg9
56033	101837922	BARX1	Barx1
56034	101829713	PDGFC	Pdgfc
56052	101844853	ALG1	Alg1
56061	101830048	UBFD1	Ubfd1
56062	101825516	KLHL4	Klhl4
56063	106021899	TMEM234	Tmem234
56135	106021066	PCDHAC1	Pcdhac1
56154	101842319	TEX15	Tex15
56155	101834734	TEX14	Tex14
56156	101825957	TEX13B	Tex13b
56157	101832811	TEX13A	Tex13a
56158	101825470	TEX12	Tex12
56159	110342942	TEX11	Tex11
56160	101824485	NSMCE3	Nsmce3
56163	101843767	RNF17	Rnf17
56164	121136525	STK31	Stk31
56165	101824025	TDRD1	Tdrd1
56171	101822957	DNAH7	Dnah7
56172	101838608	ANKH	Ankh
56180	101841848	MOSPD1	Mospd1
56181	101834568	MTFR1L	Mtfr1l
56203	101822927	LMOD3	Lmod3
56204	101826798	FAM214A	Fam214a
56241	101844457	SUSD2	Susd2
56243	101837631	KIAA1217	Kiaa1217
56244	101843999	BTNL2	Btnl2
56245	101829345	C21orf62	CUNH21orf62
56246	121141901	MRAP	LOC121141901
56252	101840607	YLPM1	Ylpm1
56253	101823009	CRTAM	Crtam
56254	101834747	RNF20	Rnf20
56255	101834173	TMX4	Tmx4
56256	101837191	SERTAD4	Sertad4
56257	101836226	MEPCE	Mepce
56259	101829025	CTNNBL1	Ctnnbl1
56261	101829324	GPCPD1	Gpcpd1
56262	101827632	LRRC8A	Lrrc8a
56265	101841793	CPXM1	Cpxm1
56267	101831160	KYAT3	Kyat3
56269	101828419	IRGC	Irgc
56270	101831300	WDR45B	Wdr45b
56271	101838504	BEX4	Bex4
56287	101833589	GKN1	Gkn1
56288	101831084	PARD3	Pard3
56301	101828399	SLC7A10	Slc7a10
56339	101835295	METTL3	Mettl3
56341	101843903	PRMT8	Prmt8
56413	101840764	LTB4R2	Ltb4r2
56474	101840465	CTPS2	Ctps2
56475	101824069	RPRM	Rprm
56477	101843973	CCL28	Ccl28
56478	101834619	EIF4ENIF1	Eif4enif1
56479	101826181	KCNQ5	Kcnq5
56521	101835757	DNAJC12	Dnajc12
56548	101829933	CHST7	Chst7
56603	101840643	CYP26B1	LOC101840643
56605	101829426	ERO1B	Ero1b
56606	101833319	SLC2A9	Slc2a9
56616	101828214	DIABLO	Diablo
56623	101838360	INPP5E	Inpp5e
56624	101825267	ASAH2	Asah2
56647	101833800	BCCIP	LOC101833800
56648	101825824	EIF5A2	Eif5a2
56649	101829963	TMPRSS4	Tmprss4
56650	101834199	CLDND1	Cldnd1
56652	101833798	TWNK	Twnk
56654	101825781	NPDC1	Npdc1
56655	101831245	POLE4	Pole4
56659	106022913	KCNK13	Kcnk13
56660	101833170	KCNK12	Kcnk12
56666	101832170	PANX2	Panx2
56667	101841886	MUC13	Muc13
56670	101826981	SUCNR1	Sucnr1
56672	101844034	AKIP1	Akip1
56673	101841729	C11orf16	CUNH11orf16
56674	101843492	TMEM9B	Tmem9b
56675	101841468	NRIP3	Nrip3
56676	101843768	ASCL3	Ascl3
56681	101841885	SAR1A	Sar1a
56683	101830699	CFAP298	Cfap298
56704	101835910	JPH1	Jph1
56729	101834510	RETN	Retn
56731	106021502	SLC2A4RG	Slc2a4rg
56751	101836328	BARHL1	Barhl1
56776	101840029	FMN2	Fmn2
56829	110343172	ZC3HAV1	Zc3hav1
56832	110342890	IFNK	Ifnk
56833	101827167	SLAMF8	Slamf8
56834	101835369	GPR137	Gpr137
56848	101840320	SPHK2	Sphk2
56849	101837443	TCEAL7	Tceal7
56850	101833555	GRIPAP1	Gripap1
56851	101827631	EMC7	Emc7
56852	101831818	RAD18	Rad18
56853	101823775	CELF4	Celf4
56882	101828943	CDC42SE1	Cdc42se1
56884	101825586	FSTL5	Fstl5
56886	101826629	UGGT1	Uggt1
56888	101839666	KCMF1	Kcmf1
56889	101826479	TM9SF3	Tm9sf3
56890	101824726	MDM1	Mdm1
56892	101839444	TCIM	Tcim
56893	101829458	UBQLN4	Ubqln4
56894	101830327	AGPAT3	Agpat3
56895	101825374	AGPAT4	Agpat4
56896	101839124	DPYSL5	Dpysl5
56897	101836084	WRNIP1	Wrnip1
56898	101840581	BDH2	Bdh2
56899	101832434	ANKS1B	Anks1b
56900	121142355	TMEM167B	Tmem167b
56901	101832656	NDUFA4L2	Ndufa4l2
56902	101837948	PNO1	Pno1
56904	101828414	SH3GLB2	Sh3glb2
56905	101822832	C15orf39	CUNH15orf39
56907	101828723	SPIRE1	Spire1
56910	101822736	STARD7	Stard7
56911	101838586	MAP3K7CL	Map3k7cl
56912	101834446	IFT46	Ift46
56913	101837192	C1GALT1	C1galt1
56914	101841604	OTOR	Otor
56915	101834867	EXOSC5	Exosc5
56916	101831859	SMARCAD1	Smarcad1
56917	101828336	MEIS3	Meis3
56919	101833393	DHX33	Dhx33
56920	101823065	SEMA3G	Sema3g
56922	101843581	MCCC1	Mccc1
56923	101837854	NMUR2	Nmur2
56924	101842568	PAK6	Pak6
56925	101823125	LXN	Lxn
56926	101839942	NCLN	Ncln
56927	101824558	GPR108	Gpr108
56928	101838000	SPPL2B	Sppl2b
56929	101833580	FEM1C	Fem1c
56931	101827869	DUS3L	Dus3l
56934	101838331	CA10	Ca10
56935	101830194	SMCO4	Smco4
56936	101824168	CCDC177	Ccdc177
56937	101831761	PMEPA1	Pmepa1
56938	101836979	ARNTL2	Arntl2
56940	101839527	DUSP22	Dusp22
56941	101832101	HMCES	Hmces
56942	101830435	CMC2	Cmc2
56943	101836446	ENY2	Eny2
56944	101833769	OLFML3	Olfml3
56945	101833277	MRPS22	Mrps22
56946	101825743	EMSY	Emsy
56947	101838162	MFF	Mff
56948	101842569	SDR39U1	Sdr39u1
56949	101832412	XAB2	Xab2
56950	101824904	SMYD2	Smyd2
56951	110340474	C5orf15	CUNH5orf15
56953	101829056	NT5M	Nt5m
56954	101832903	NIT2	Nit2
56955	101829266	MEPE	Mepe
56956	101839470	LHX9	Lhx9
56957	101831030	OTUD7B	Otud7b
56961	101835446	SHD	Shd
56963	101842196	RGMA	Rgma
56964	101824805	WDR93	Wdr93
56965	101824340	PARP6	Parp6
56967	106020756	C14orf132	CUNH14orf132
56970	101839283	ATXN7L3	Atxn7l3
56971	101825799	CEACAM19	Ceacam19
56975	101832918	FAM20C	Fam20c
56977	101825892	STOX2	Stox2
56978	101828526	PRDM8	Prdm8
56979	101825348	PRDM9	Prdm9
56980	101837552	PRDM10	Prdm10
56981	101834861	PRDM11	Prdm11
56983	101841266	POGLUT1	Poglut1
56984	101828020	PSMG2	Psmg2
56985	101825901	ADPRM	Adprm
56986	101842682	DTWD1	Dtwd1
56987	101824700	BBX	Bbx
56990	101840991	CDC42SE2	Cdc42se2
56992	101838082	KIF15	Kif15
56993	101831462	TOMM22	Tomm22
56994	101825041	CHPT1	Chpt1
56995	101832855	TULP4	Tulp4
56996	101827080	SLC12A9	Slc12a9
56997	101835522	COQ8A	Coq8a
56998	101829366	CTNNBIP1	Ctnnbip1
56999	101840364	ADAMTS9	Adamts9
57001	101836142	SDHAF3	Sdhaf3
57002	101834098	YAE1	Yae1
57003	101844906	CCDC47	Ccdc47
57007	101838690	ACKR3	Ackr3
57010	101829480	CABP4	Cabp4
57016	101824903	AKR1B10	Akr1b10
57017	101828567	COQ9	Coq9
57018	101843234	CCNL1	Ccnl1
57019	101828297	CIAPIN1	Ciapin1
57020	101835333	VPS35L	Vps35l
57026	101826074	PDXP	LOC101826074
57030	101826667	SLC17A7	Slc17a7
57035	101835863	RSRP1	Rsrp1
57037	101828200	ANKMY2	Ankmy2
57038	101837623	RARS2	Rars2
57045	101825679	TWSG1	Twsg1
57048	101829055	PLSCR3	Plscr3
57050	101840077	UTP3	Utp3
57053	101823382	CHRNA10	Chrna10
57057	101843509	TBX20	Tbx20
57060	101824535	PCBP4	Pcbp4
57062	101841870	DDX24	Ddx24
57082	101839954	KNL1	Knl1
57084	101828842	SLC17A6	Slc17a6
57085	101838072	AGTRAP	LOC101838072
57088	101829821	PLSCR4	Plscr4
57089	101839421	ENTPD7	Entpd7
57091	101834555	CASS4	Cass4
57092	101828113	PCNP	LOC101828113
57094	101830666	CPA6	Cpa6
57095	101823845	PITHD1	Pithd1
57097	101836149	PARP11	Parp11
57101	101831891	ANO2	Ano2
57102	101842558	C12orf4	CUNH12orf4
57103	101842831	TIGAR	Tigar
57104	101835287	PNPLA2	Pnpla2
57105	101832100	CYSLTR2	Cysltr2
57106	101827275	NAT14	Nat14
57107	101829255	PDSS2	Pdss2
57109	101826934	REXO4	Rexo4
57110	101840913	PLAAT1	Plaat1
57111	121142440	RAB25	Rab25
57113	101836551	TRPC7	Trpc7
57115	101831250	PGLYRP4	Pglyrp4
57117	101825722	INTS12	Ints12
57118	101841832	CAMK1D	Camk1d
57120	101843681	GOPC	Gopc
57121	121136968	LPAR5	Lpar5
57122	101823494	NUP107	Nup107
57124	101839243	CD248	Cd248
57125	101844570	PLXDC1	Plxdc1
57127	101825340	RHBG	Rhbg
57128	101830663	LYRM4	Lyrm4
57129	101842684	MRPL47	Mrpl47
57130	101839787	ATP13A1	Atp13a1
57132	101830167	CHMP1B	Chmp1b
57134	101835088	MAN1C1	Man1c1
57136	101833754	APMAP	LOC101833754
57139	101825592	RGL3	Rgl3
57140	101838393	RNPEPL1	Rnpepl1
57142	101843855	RTN4	Rtn4
57143	101836656	ADCK1	Adck1
57144	101835751	PAK5	Pak5
57146	101835459	LDAF1	Ldaf1
57147	101826788	SCYL3	Scyl3
57148	101826561	RALGAPB	Ralgapb
57149	101835720	LYRM1	Lyrm1
57150	101836640	SMIM8	Smim8
57151	101832530	LYZL6	Lyzl6
57152	101842119	SLURP1	Slurp1
57153	101842888	SLC44A2	Slc44a2
57154	101838251	SMURF1	Smurf1
57156	101838698	TMEM63C	Tmem63c
57157	101828045	PHTF2	Phtf2
57158	110343700	JPH2	Jph2
57159	101824260	TRIM54	Trim54
57161	101833894	PELI2	Peli2
57162	101834890	PELI1	Peli1
57165	101827034	GJC2	Gjc2
57167	101825063	SALL4	Sall4
57168	101841108	ASPHD2	Asphd2
57169	101841808	ZNFX1	Znfx1
57171	101829219	DOLPP1	Dolpp1
57172	101834500	CAMK1G	Camk1g
57175	101828947	CORO1B	Coro1b
57176	101833221	VARS2	Vars2
57178	101829485	ZMIZ1	Zmiz1
57179	101822403	KIAA1191	Kiaa1191
57180	101833801	ACTR3B	Actr3b
57181	101823219	SLC39A10	Slc39a10
57182	101839815	ANKRD50	Ankrd50
57184	101823894	FAM219B	Fam219b
57185	101838684	NIPAL3	Nipal3
57186	101831306	RALGAPA2	Ralgapa2
57187	101824274	THOC2	Thoc2
57188	101828921	ADAMTSL3	Adamtsl3
57189	101840976	DENND11	Dennd11
57190	101832475	SELENON	Selenon
57192	101824034	MCOLN1	Mcoln1
57194	101831614	ATP10A	Atp10a
57198	101843516	ATP8B2	Atp8b2
57205	101834215	ATP10D	Atp10d
57209	101825452	ZNF248	Znf248
57210	101840600	SLC45A4	Slc45a4
57211	101829670	ADGRG6	Adgrg6
57213	101835509	SPRYD7	Spryd7
57214	101840294	CEMIP	LOC101840294
57215	101832035	THAP11	Thap11
57216	101822499	VANGL2	Vangl2
57217	101840289	TTC7A	Ttc7a
57221	101835384	ARFGEF3	Arfgef3
57222	101833387	ERGIC1	Ergic1
57223	101824420	PPP4R3B	Ppp4r3b
57224	101828335	NHSL1	Nhsl1
57226	121137812	LYRM2	Lyrm2
57228	101837394	SMAGP	LOC101837394
57231	101831310	SNX14	Snx14
57282	101833143	SLC4A10	Slc4a10
57325	101835148	KAT14	Kat14
57326	101825080	PBXIP1	Pbxip1
57332	101824156	CBX8	Cbx8
57333	101825876	RCN3	Rcn3
57335	101829865	ZNF286A	Znf286a
57336	101825903	ZNF287	Znf287
57337	101837792	SENP7	Senp7
57338	101842068	JPH3	Jph3
57343	106020759	ZNF304	Znf304
57348	101833025	TTYH1	Ttyh1
57369	101843028	GJD2	Gjd2
57379	101841949	AICDA	Aicda
57380	101825717	MRS2	Mrs2
57381	101829169	RHOJ	Rhoj
57393	101824263	CLTRN	Cltrn
57396	101825737	CLK4	Clk4
57403	101832547	RAB22A	Rab22a
57404	101844281	CYP20A1	LOC101844281
57405	101841937	SPC25	Spc25
57406	101843503	ABHD6	Abhd6
57407	101843968	NMRAL1	Nmral1
57408	106021741	LRTM1	Lrtm1
57409	101842865	MIF4GD	Mif4gd
57410	101828139	SCYL1	Scyl1
57412	121139532	AS3MT	As3mt
57414	101843620	RHBDD2	Rhbdd2
57415	101833604	C3orf14	CUNH3orf14
57418	101842552	WDR18	Wdr18
57419	101839027	SLC24A3	Slc24a3
57447	101838985	NDRG2	Ndrg2
57448	101827413	BIRC6	Birc6
57449	101827261	PLEKHG5	Plekhg5
57451	101841979	TENM2	Tenm2
57452	101823283	GALNT16	Galnt16
57453	101830502	DSCAML1	Dscaml1
57455	101830369	REXO1	Rexo1
57456	101838357	KIAA1143	Kiaa1143
57458	101833399	TMCC3	Tmcc3
57459	101825949	GATAD2B	Gatad2b
57460	101836056	PPM1H	Ppm1h
57462	101844582	MYORG	Myorg
57463	101832202	AMIGO1	Amigo1
57464	101826816	STRIP2	Strip2
57465	101833447	TBC1D24	Tbc1d24
57466	101829976	SCAF4	Scaf4
57467	101841920	HHATL	Hhatl
57468	101831181	SLC12A5	Slc12a5
57469	101822714	PNMA8B	Pnma8b
57470	101825946	LRRC47	Lrrc47
57471	101827132	ERMN	Ermn
57472	101833244	CNOT6	Cnot6
57473	101828111	ZNF512B	Znf512b
57475	101826263	PLEKHH1	Plekhh1
57476	101844374	GRAMD1B	Gramd1b
57477	101828058	SHROOM4	Shroom4
57478	101826570	USP31	Usp31
57479	101826410	PRR12	Prr12
57480	101834155	PLEKHG1	Plekhg1
57481	101833963	KIAA1210	Kiaa1210
57482	106022875	CRACD	Cracd
57484	110342341	RNF150	Rnf150
57486	101832071	NLN	Nln
57488	101843169	ESYT2	Esyt2
57489	101829827	ODF2L	Odf2l
57491	101828417	AHRR	Ahrr
57492	101836254	ARID1B	Arid1b
57493	101842153	HEG1	Heg1
57494	101842752	RIMKLB	Rimklb
57495	101831940	NWD2	Nwd2
57496	101839939	MRTFB	Mrtfb
57497	101835941	LRFN2	Lrfn2
57498	101835191	KIDINS220	Kidins220
57501	101829881	CFAP92	Cfap92
57502	121136420	NLGN4X	Nlgn4x
57504	101837883	MTA3	Mta3
57505	101837424	AARS2	Aars2
57506	101826955	MAVS	Mavs
57507	101824151	ZNF608	Znf608
57508	101823831	INTS2	Ints2
57509	101839893	MTUS1	Mtus1
57510	101841982	XPO5	Xpo5
57511	101832645	COG6	Cog6
57512	101836395	GPR158	Gpr158
57513	101841706	CASKIN2	Caskin2
57514	101840541	ARHGAP31	Arhgap31
57515	101838228	SERINC1	Serinc1
57519	101835488	STARD9	Stard9
57520	101841114	HECW2	Hecw2
57521	101840453	RPTOR	Rptor
57522	101836310	SRGAP1	Srgap1
57523	101827374	NYNRIN	Nynrin
57524	101830626	CASKIN1	Caskin1
57526	101844460	PCDH19	Pcdh19
57528	101844013	KCTD16	Kctd16
57529	101843797	RTL9	Rtl9
57530	101838189	CGN	Cgn
57531	101839996	HACE1	Hace1
57532	101828917	NUFIP2	Nufip2
57533	101838743	TBC1D14	Tbc1d14
57534	101839351	MIB1	Mib1
57535	101835516	ELAPOR1	Elapor1
57536	101824754	KIAA1328	Kiaa1328
57537	101829063	SORCS2	Sorcs2
57538	101832471	ALPK3	Alpk3
57539	101836307	WDR35	Wdr35
57540	101836223	DISP3	Disp3
57541	101833982	ZNF398	Znf398
57542	101829151	KLHL42	Klhl42
57544	101831808	TXNDC16	Txndc16
57545	101830418	CC2D2A	Cc2d2a
57546	101838422	PDP2	Pdp2
57549	101828205	IGSF9	Igsf9
57551	101834564	TAOK1	Taok1
57552	101827136	NCEH1	Nceh1
57553	101844880	MICAL3	Mical3
57554	101836145	LRRC7	Lrrc7
57555	101829587	NLGN2	Nlgn2
57556	101830227	SEMA6A	Sema6a
57558	101843597	USP35	Usp35
57559	101844769	STAMBPL1	Stambpl1
57560	101823433	IFT80	Ift80
57561	101837918	ARRDC3	Arrdc3
57562	101836462	CEP126	Cep126
57563	101827064	KLHL8	Klhl8
57565	101829489	KLHL14	Klhl14
57567	101842005	ZNF319	Znf319
57568	101828591	SIPA1L2	Sipa1l2
57569	101837585	ARHGAP20	Arhgap20
57570	101833755	TRMT5	Trmt5
57571	101828407	CARNS1	Carns1
57572	101827255	DOCK6	Dock6
57574	101825827	MARCHF4	Marchf4
57575	101829160	PCDH10	Pcdh10
57576	101829198	KIF17	Kif17
57577	101829349	CCDC191	Ccdc191
57578	101843200	UNC79	Unc79
57579	101826244	FAM135A	Fam135a
57580	101839921	PREX1	Prex1
57582	101842826	KCNT1	Kcnt1
57583	101837299	TMEM181	Tmem181
57584	101837190	ARHGAP21	Arhgap21
57585	101823314	CRAMP1	Cramp1
57586	101835115	SYT13	Syt13
57587	101823705	CFAP97	Cfap97
57589	101829925	RIC1	Ric1
57590	101829738	WDFY1	Wdfy1
57591	101836784	MRTFA	Mrtfa
57592	101833626	ZNF687	Znf687
57593	101841168	EBF4	Ebf4
57594	101824491	HOMEZ	Homez
57595	101833654	PDZD4	Pdzd4
57596	101831116	BEGAIN	Begain
57597	101839645	BAHCC1	Bahcc1
57599	101826297	WDR48	Wdr48
57600	101826630	FNIP2	Fnip2
57602	101826782	USP36	Usp36
57604	101834956	TRMT9B	Trmt9b
57605	101825951	PITPNM2	Pitpnm2
57606	101833443	SLAIN2	Slain2
57608	101833103	JCAD	Jcad
57609	101836335	DIP2B	Dip2b
57610	101831292	RANBP10	Ranbp10
57611	101828533	ISLR2	Islr2
57613	101823106	FAM234B	Fam234b
57614	101834041	RELCH	Relch
57616	121135997	TSHZ3	Tshz3
57617	101837022	VPS18	Vps18
57619	101832006	SHROOM3	Shroom3
57620	101840724	STIM2	Stim2
57621	101824496	ZBTB2	Zbtb2
57622	101843914	LRFN1	Lrfn1
57623	101833436	ZFAT	Zfat
57624	101831613	NYAP2	Nyap2
57626	101834847	KLHL1	Klhl1
57628	101823844	DPP10	Dpp10
57630	101824536	SH3RF1	Sh3rf1
57631	101828579	LRCH2	Lrch2
57633	101838183	LRRN1	Lrrn1
57634	101844243	EP400	Ep400
57636	101842967	ARHGAP23	Arhgap23
57639	101832923	CCDC146	Ccdc146
57642	101840106	COL20A1	Col20a1
57643	101829523	ZSWIM5	Zswim5
57644	101829839	MYH7B	Myh7b
57645	101836199	POGK	Pogk
57646	101833666	USP28	Usp28
57647	101843621	DHX37	Dhx37
57648	101822407	KIAA1522	Kiaa1522
57649	101837400	PHF12	Phf12
57650	101823736	CIP2A	Cip2a
57654	101832784	UVSSA	Uvssa
57655	101831348	GRAMD1A	Gramd1a
57657	101831960	HCN3	Hcn3
57658	101824931	CALCOCO1	Calcoco1
57659	101830670	ZBTB4	Zbtb4
57661	101837743	PHRF1	Phrf1
57662	101831803	CAMSAP3	Camsap3
57664	101824575	PLEKHA4	Plekha4
57665	101834916	RDH14	Rdh14
57666	101843177	FBRSL1	Fbrsl1
57669	101832097	EPB41L5	Epb41l5
57670	101827529	KIAA1549	Kiaa1549
57673	101824084	BEND3	Bend3
57674	101840995	RNF213	Rnf213
57677	101838020	ZFP14	Zfp14
57678	101836567	GPAM	Gpam
57679	101824421	ALS2	Als2
57680	101842130	CHD8	Chd8
57683	106021177	ZDBF2	Zdbf2
57684	101829554	ZBTB26	Zbtb26
57685	101843113	CACHD1	Cachd1
57687	101828809	VAT1L	Vat1l
57688	101826754	ZSWIM6	Zswim6
57689	101831804	LRRC4C	Lrrc4c
57690	101829067	TNRC6C	Tnrc6c
57692	101833721	MAGEE1	Magee1
57693	101830980	ZNF317	Znf317
57695	101832357	USP37	Usp37
57696	101824198	DDX55	Ddx55
57697	101844734	FANCM	Fancm
57698	101835815	SHTN1	Shtn1
57699	101826668	CPNE5	Cpne5
57700	101823229	FHIP2A	Fhip2a
57701	101844444	NCKAP5L	Nckap5l
57703	101829756	CWC22	Cwc22
57704	101831335	GBA2	Gba2
57705	101829095	WDFY4	Wdfy4
57706	101827356	DENND1A	Dennd1a
57707	101836449	MEAK7	Meak7
57708	101823639	MIER1	Mier1
57709	101826252	SLC7A14	Slc7a14
57710	106021226	KIAA1614	Kiaa1614
57713	101836022	SFMBT2	Sfmbt2
57715	101834053	SEMA4G	Sema4g
57716	101843822	PRX	Prx
57718	101841601	PPP4R4	Ppp4r4
57719	101838029	ANO8	Ano8
57720	101833558	GPR107	Gpr107
57721	101839745	METTL14	Mettl14
57722	101827767	IGDCC4	Igdcc4
57724	101834907	EPG5	Epg5
57727	101823331	NCOA5	Ncoa5
57728	101837250	WDR19	Wdr19
57731	101844879	SPTBN4	Sptbn4
57732	101823270	ZFYVE28	Zfyve28
57758	101843063	SCUBE2	Scube2
57761	101826003	TRIB3	Trib3
57763	101841145	ANKRA2	Ankra2
57786	101843156	RBAK	Rbak
57787	101824228	MARK4	Mark4
57794	101825711	SUGP1	Sugp1
57795	101839021	BRINP2	Brinp2
57798	101822965	GATAD1	Gatad1
57799	101830545	RAB40C	Rab40c
57804	101840213	POLD4	Pold4
57805	101844021	CCAR2	Ccar2
57817	101832484	HAMP	LOC101832484
57818	101844339	G6PC2	G6pc2
57819	101828344	LSM2	Lsm2
57820	101836953	CCNB1IP1	Ccnb1ip1
57821	101828271	CCDC181	Ccdc181
57822	101833529	GRHL3	Grhl3
57823	101823306	SLAMF7	Slamf7
57826	101836183	RAP2C	Rap2c
57827	101824500	C6orf47	CUNH6orf47
57828	106022529	CATSPERG	Catsperg
57829	101827755	ZP4	Zp4
57835	101843149	SLC4A5	Slc4a5
57862	101842211	ZNF410	Znf410
57863	101824099	CADM3	Cadm3
57864	101823597	SLC46A2	Slc46a2
58155	101836460	PTBP2	Ptbp2
58157	101838436	NGB	Ngb
58158	101835345	NEUROD4	Neurod4
58189	101835946	WFDC1	Wfdc1
58190	101844810	CTDSP1	Ctdsp1
58191	101838392	CXCL16	Cxcl16
58472	101840530	SQOR	Sqor
58473	101835592	PLEKHB1	Plekhb1
58475	101825437	MS4A7	Ms4a7
58476	101844706	TP53INP2	Tp53inp2
58477	101831845	SRPRB	Srprb
58478	101827222	ENOPH1	Enoph1
58480	101841135	RHOU	Rhou
58484	101827150	NLRC4	Nlrc4
58485	101836787	TRAPPC1	Trappc1
58487	101839384	CREBZF	Crebzf
58488	101835078	PCTP	LOC101835078
58489	101829183	ABHD17C	Abhd17c
58490	101827791	RPRD1B	Rprd1b
58492	101834049	ZNF77	Znf77
58493	101823062	INIP	LOC101823062
58494	101841721	JAM2	Jam2
58495	101834884	OVOL2	Ovol2
58497	101844065	PRUNE1	Prune1
58498	121140759	MYL7	Myl7
58499	101839926	ZNF462	Znf462
58504	101828385	ARHGAP22	Arhgap22
58505	101824109	OSTC	Ostc
58506	101827099	SCAF1	Scaf1
58508	101836405	KMT2C	Kmt2c
58509	101835881	CACTIN	Cactin
58510	106022088	PRODH2	Prodh2
58511	101842103	DNASE2B	Dnase2b
58512	101826642	DLGAP3	Dlgap3
58513	101836779	EPS15L1	Eps15l1
58515	101837979	SELENOK	Selenok
58516	101840809	SINHCAF	Sinhcaf
58517	101844115	RBM25	Rbm25
58524	101835716	DMRT3	Dmrt3
58525	101827272	WIZ	Wiz
58526	101832217	MID1IP1	Mid1ip1
58527	101837112	ABRACL	Abracl
58528	101840036	RRAGD	Rragd
58529	110343443	MYOZ1	Myoz1
58531	101827883	PRM3	Prm3
58533	101841019	SNX6	Snx6
58538	101824680	MPP4	Mpp4
58985	101839402	IL22RA1	Il22ra1
58986	101838790	PGAP6	Pgap6
59067	101835151	IL21	Il21
59084	101834366	ENPP5	Enpp5
59269	101838002	HIVEP3	Hivep3
59271	101830969	EVA1C	Eva1c
59272	101823817	ACE2	Ace2
59274	101840027	TLNRD1	Tlnrd1
59277	101832700	NTN4	Ntn4
59283	101827881	CACNG8	Cacng8
59284	101835887	CACNG7	Cacng7
59285	101835632	CACNG6	Cacng6
59286	101836731	UBL5	Ubl5
59307	101840054	SIGIRR	Sigirr
59335	101834860	PRDM12	Prdm12
59336	101826586	PRDM13	Prdm13
59338	101837910	PLEKHA1	Plekha1
59339	101841051	PLEKHA2	Plekha2
59340	101836079	HRH4	Hrh4
59341	101826031	TRPV4	Trpv4
59342	101836540	SCPEP1	Scpep1
59343	101831486	SENP2	Senp2
59344	101838996	ALOXE3	Aloxe3
59345	101842944	GNB4	Gnb4
59349	101826882	KLHL12	Klhl12
59350	101839215	RXFP1	Rxfp1
59352	101827147	LGR6	Lgr6
59353	101841344	TMEM35A	Tmem35a
60312	101840532	AFAP1	Afap1
60313	101838221	GPBP1L1	Gpbp1l1
60314	101841783	MYG1	Myg1
60343	101825111	FAM3A	Fam3a
60370	101823058	AVPI1	Avpi1
60386	101843308	SLC25A19	Slc25a19
60401	101838515	EDA2R	Eda2r
60412	101824640	EXOC4	Exoc4
60436	106020720	TGIF2	Tgif2
60437	101836620	CDH26	Cdh26
60468	101822411	BACH2	Bach2
60481	101844560	ELOVL5	Elovl5
60482	101823029	SLC5A7	Slc5a7
60484	101823406	HAPLN2	Hapln2
60485	101838854	SAV1	Sav1
60487	101842037	TRMT11	Trmt11
60488	106021378	MRPS35	Mrps35
60490	101823095	PPCDC	Ppcdc
60491	101826783	NIF3L1	Nif3l1
60492	101840655	CCDC90B	Ccdc90b
60493	110339201	FASTKD5	Fastkd5
60494	101837433	CCDC81	Ccdc81
60495	101841225	HPSE2	Hpse2
60496	101844404	AASDHPPT	Aasdhppt
60506	101836431	NYX	Nyx
60509	101841078	AGBL5	Agbl5
60526	101826383	LDAH	Ldah
60528	101828524	ELAC2	Elac2
60529	101833638	ALX4	Alx4
60558	101844030	GUF1	Guf1
60559	101829142	SPCS3	Spcs3
60560	101841374	NAA35	Naa35
